identifier,name,url
R-HSA-6794361,Neurexins and neuroligins,http://identifiers.org/reactome/R-HSA-6794361
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,http://identifiers.org/reactome/R-HSA-6796648
R-HSA-6798163,Choline catabolism,http://identifiers.org/reactome/R-HSA-6798163
R-HSA-6798695,Neutrophil degranulation,http://identifiers.org/reactome/R-HSA-6798695
R-HSA-6799198,Complex I biogenesis,http://identifiers.org/reactome/R-HSA-6799198
R-HSA-6799990,Metal sequestration by antimicrobial proteins,http://identifiers.org/reactome/R-HSA-6799990
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,http://identifiers.org/reactome/R-HSA-6802946
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,http://identifiers.org/reactome/R-HSA-6802948
R-HSA-6802949,Signaling by RAS mutants,http://identifiers.org/reactome/R-HSA-6802949
R-HSA-6802952,Signaling by BRAF and RAF fusions,http://identifiers.org/reactome/R-HSA-6802952
R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,http://identifiers.org/reactome/R-HSA-6802953
R-HSA-6803157,Antimicrobial peptides,http://identifiers.org/reactome/R-HSA-6803157
R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,http://identifiers.org/reactome/R-HSA-6803204
R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,http://identifiers.org/reactome/R-HSA-6803205
R-HSA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,http://identifiers.org/reactome/R-HSA-6803207
R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,http://identifiers.org/reactome/R-HSA-6803211
R-HSA-6803529,FGFR2 alternative splicing,http://identifiers.org/reactome/R-HSA-6803529
R-HSA-6803544,Ion influx/efflux at host-pathogen interface,http://identifiers.org/reactome/R-HSA-6803544
R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,http://identifiers.org/reactome/R-HSA-6804114
R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,http://identifiers.org/reactome/R-HSA-6804115
R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,http://identifiers.org/reactome/R-HSA-6804116
R-HSA-6804754,Regulation of TP53 Expression,http://identifiers.org/reactome/R-HSA-6804754
R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,http://identifiers.org/reactome/R-HSA-6804756
R-HSA-6804757,Regulation of TP53 Degradation,http://identifiers.org/reactome/R-HSA-6804757
R-HSA-6804758,Regulation of TP53 Activity through Acetylation,http://identifiers.org/reactome/R-HSA-6804758
R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,http://identifiers.org/reactome/R-HSA-6804759
R-HSA-6804760,Regulation of TP53 Activity through Methylation,http://identifiers.org/reactome/R-HSA-6804760
R-HSA-6805567,Keratinization,http://identifiers.org/reactome/R-HSA-6805567
R-HSA-6806664,Metabolism of vitamin K,http://identifiers.org/reactome/R-HSA-6806664
R-HSA-6806942,MET Receptor Activation,http://identifiers.org/reactome/R-HSA-6806942
R-HSA-6807004,Negative regulation of MET activity,http://identifiers.org/reactome/R-HSA-6807004
R-HSA-6807047,Bloch pathway,http://identifiers.org/reactome/R-HSA-6807047
R-HSA-6807505,RNA polymerase II transcribes snRNA genes,http://identifiers.org/reactome/R-HSA-6807505
R-HSA-6807878,COPI-mediated anterograde transport,http://identifiers.org/reactome/R-HSA-6807878
R-HSA-6809371,Formation of the cornified envelope,http://identifiers.org/reactome/R-HSA-6809371
R-HSA-6809583,Retinoid metabolism disease events,http://identifiers.org/reactome/R-HSA-6809583
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,http://identifiers.org/reactome/R-HSA-6811434
R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,http://identifiers.org/reactome/R-HSA-6811436
R-HSA-6811438,Intra-Golgi traffic,http://identifiers.org/reactome/R-HSA-6811438
R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,http://identifiers.org/reactome/R-HSA-6811440
R-HSA-6811555,PI5P Regulates TP53 Acetylation,http://identifiers.org/reactome/R-HSA-6811555
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",http://identifiers.org/reactome/R-HSA-6811558
R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,http://identifiers.org/reactome/R-HSA-6814122
R-HSA-6814848,Glycerophospholipid catabolism,http://identifiers.org/reactome/R-HSA-6814848
R-HSA-68616,Assembly of the ORC complex at the origin of replication,http://identifiers.org/reactome/R-HSA-68616
R-HSA-68689,CDC6 association with the ORC:origin complex,http://identifiers.org/reactome/R-HSA-68689
R-HSA-68827,CDT1 association with the CDC6:ORC:origin complex,http://identifiers.org/reactome/R-HSA-68827
R-HSA-68867,Assembly of the pre-replicative complex,http://identifiers.org/reactome/R-HSA-68867
R-HSA-68875,Mitotic Prophase,http://identifiers.org/reactome/R-HSA-68875
R-HSA-68881,Mitotic Metaphase/Anaphase Transition,http://identifiers.org/reactome/R-HSA-68881
R-HSA-68884,cell division,http://identifiers.org/reactome/R-HSA-68884
R-HSA-68911,G2 Phase,http://identifiers.org/reactome/R-HSA-68911
R-HSA-68949,Orc1 removal from chromatin,http://identifiers.org/reactome/R-HSA-68949
R-HSA-68962,Activation of the pre-replicative complex,http://identifiers.org/reactome/R-HSA-68962
R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,http://identifiers.org/reactome/R-HSA-69017
R-HSA-69052,Switching of origins to a post-replicative state,http://identifiers.org/reactome/R-HSA-69052
R-HSA-69166,Removal of the Flap Intermediate,http://identifiers.org/reactome/R-HSA-69166
R-HSA-69183,Processive synthesis on the lagging strand,http://identifiers.org/reactome/R-HSA-69183
R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,http://identifiers.org/reactome/R-HSA-69200
R-HSA-69202,Cyclin E associated events during G1/S transition,http://identifiers.org/reactome/R-HSA-69202
R-HSA-69205,G1/S-Specific Transcription,http://identifiers.org/reactome/R-HSA-69205
R-HSA-69231,Cyclin D associated events in G1,http://identifiers.org/reactome/R-HSA-69231
R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,http://identifiers.org/reactome/R-HSA-69273
R-HSA-69473,G2/M DNA damage checkpoint,http://identifiers.org/reactome/R-HSA-69473
R-HSA-69478,G2/M DNA replication checkpoint,http://identifiers.org/reactome/R-HSA-69478
R-HSA-69481,G2/M Checkpoints,http://identifiers.org/reactome/R-HSA-69481
R-HSA-69541,Stabilization of p53,http://identifiers.org/reactome/R-HSA-69541
R-HSA-69563,p53-Dependent G1 DNA Damage Response,http://identifiers.org/reactome/R-HSA-69563
R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,http://identifiers.org/reactome/R-HSA-69601
R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,http://identifiers.org/reactome/R-HSA-69656
R-HSA-69895,Transcriptional activation of cell cycle inhibitor p21,http://identifiers.org/reactome/R-HSA-69895
R-HSA-70171,Glycolysis,http://identifiers.org/reactome/R-HSA-70171
R-HSA-70221,Glycogen breakdown (glycogenolysis),http://identifiers.org/reactome/R-HSA-70221
R-HSA-70263,Gluconeogenesis,http://identifiers.org/reactome/R-HSA-70263
R-HSA-70268,Pyruvate metabolism,http://identifiers.org/reactome/R-HSA-70268
R-HSA-70350,Fructose catabolism,http://identifiers.org/reactome/R-HSA-70350
R-HSA-70370,Galactose catabolism,http://identifiers.org/reactome/R-HSA-70370
R-HSA-70635,Urea cycle,http://identifiers.org/reactome/R-HSA-70635
R-HSA-70688,Proline catabolism,http://identifiers.org/reactome/R-HSA-70688
R-HSA-70895,Branched-chain amino acid catabolism,http://identifiers.org/reactome/R-HSA-70895
R-HSA-70921,Histidine catabolism,http://identifiers.org/reactome/R-HSA-70921
R-HSA-71032,Propionyl-CoA catabolism,http://identifiers.org/reactome/R-HSA-71032
R-HSA-71064,Lysine catabolism,http://identifiers.org/reactome/R-HSA-71064
R-HSA-71240,Tryptophan catabolism,http://identifiers.org/reactome/R-HSA-71240
R-HSA-71262,Carnitine synthesis,http://identifiers.org/reactome/R-HSA-71262
R-HSA-71288,Creatine metabolism,http://identifiers.org/reactome/R-HSA-71288
R-HSA-71336,Pentose phosphate pathway,http://identifiers.org/reactome/R-HSA-71336
R-HSA-71384,Ethanol oxidation,http://identifiers.org/reactome/R-HSA-71384
R-HSA-71403,Citric acid cycle (TCA cycle),http://identifiers.org/reactome/R-HSA-71403
R-HSA-71737,Pyrophosphate hydrolysis,http://identifiers.org/reactome/R-HSA-71737
R-HSA-72086,mRNA Capping,http://identifiers.org/reactome/R-HSA-72086
R-HSA-72163,pre-mRNA splicing,http://identifiers.org/reactome/R-HSA-72163
R-HSA-72165,U12 Dependent Splicing,http://identifiers.org/reactome/R-HSA-72165
R-HSA-72187,mRNA 3'-end processing,http://identifiers.org/reactome/R-HSA-72187
R-HSA-72200,mRNA Editing: C to U Conversion,http://identifiers.org/reactome/R-HSA-72200
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,http://identifiers.org/reactome/R-HSA-72203
R-HSA-72649,Translation initiation complex formation,http://identifiers.org/reactome/R-HSA-72649
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",http://identifiers.org/reactome/R-HSA-72662
R-HSA-72689,Formation of a pool of free 40S subunits,http://identifiers.org/reactome/R-HSA-72689
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",http://identifiers.org/reactome/R-HSA-72695
R-HSA-72702,Ribosomal scanning and start codon recognition,http://identifiers.org/reactome/R-HSA-72702
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,http://identifiers.org/reactome/R-HSA-72706
R-HSA-72731,Recycling of eIF2:GDP,http://identifiers.org/reactome/R-HSA-72731
R-HSA-72764,Eukaryotic Translation Termination,http://identifiers.org/reactome/R-HSA-72764
R-HSA-727802,Transport of nucleotide sugars,http://identifiers.org/reactome/R-HSA-727802
R-HSA-73614,Pyrimidine salvage,http://identifiers.org/reactome/R-HSA-73614
R-HSA-73621,Pyrimidine catabolism,http://identifiers.org/reactome/R-HSA-73621
R-HSA-73728,RNA Polymerase I Promoter Opening,http://identifiers.org/reactome/R-HSA-73728
R-HSA-73762,RNA Polymerase I Transcription Initiation,http://identifiers.org/reactome/R-HSA-73762
R-HSA-73772,RNA Polymerase I Promoter Escape,http://identifiers.org/reactome/R-HSA-73772
R-HSA-73780,RNA Polymerase III Chain Elongation,http://identifiers.org/reactome/R-HSA-73780
R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,http://identifiers.org/reactome/R-HSA-73817
R-HSA-73843,PRPP biosynthesis,http://identifiers.org/reactome/R-HSA-73843
R-HSA-73856,RNA Polymerase II Transcription Termination,http://identifiers.org/reactome/R-HSA-73856
R-HSA-73863,RNA Polymerase I Transcription Termination,http://identifiers.org/reactome/R-HSA-73863
R-HSA-73933,Resolution of Abasic Sites (AP sites),http://identifiers.org/reactome/R-HSA-73933
R-HSA-73943,Reversal of alkylation damage by DNA dioxygenases,http://identifiers.org/reactome/R-HSA-73943
R-HSA-73980,RNA Polymerase III Transcription Termination,http://identifiers.org/reactome/R-HSA-73980
R-HSA-74217,Purine salvage,http://identifiers.org/reactome/R-HSA-74217
R-HSA-74259,Purine catabolism,http://identifiers.org/reactome/R-HSA-74259
R-HSA-74713,IRS activation,http://identifiers.org/reactome/R-HSA-74713
R-HSA-74749,Signal attenuation,http://identifiers.org/reactome/R-HSA-74749
R-HSA-74751,Insulin receptor signalling cascade,http://identifiers.org/reactome/R-HSA-74751
R-HSA-74752,Signaling by Insulin receptor,http://identifiers.org/reactome/R-HSA-74752
R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,http://identifiers.org/reactome/R-HSA-749476
R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,http://identifiers.org/reactome/R-HSA-75035
R-HSA-75102,C6 deamination of adenosine,http://identifiers.org/reactome/R-HSA-75102
R-HSA-75105,Fatty acyl-CoA biosynthesis,http://identifiers.org/reactome/R-HSA-75105
R-HSA-75108,Activation of BID and translocation to mitochondria,http://identifiers.org/reactome/R-HSA-75108
R-HSA-75109,Triglyceride biosynthesis,http://identifiers.org/reactome/R-HSA-75109
R-HSA-75153,Apoptotic execution phase,http://identifiers.org/reactome/R-HSA-75153
R-HSA-75157,FasL/ CD95L signaling,http://identifiers.org/reactome/R-HSA-75157
R-HSA-75158,TRAIL signaling,http://identifiers.org/reactome/R-HSA-75158
R-HSA-75205,Dissolution of Fibrin Clot,http://identifiers.org/reactome/R-HSA-75205
R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,http://identifiers.org/reactome/R-HSA-75815
R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,http://identifiers.org/reactome/R-HSA-75876
R-HSA-75892,Platelet Adhesion to exposed collagen,http://identifiers.org/reactome/R-HSA-75892
R-HSA-75893,TNF signaling,http://identifiers.org/reactome/R-HSA-75893
R-HSA-75896,Plasmalogen biosynthesis,http://identifiers.org/reactome/R-HSA-75896
R-HSA-75955,RNA Polymerase II Transcription Elongation,http://identifiers.org/reactome/R-HSA-75955
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,http://identifiers.org/reactome/R-HSA-76005
R-HSA-76009,Platelet Aggregation (Plug Formation),http://identifiers.org/reactome/R-HSA-76009
R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,http://identifiers.org/reactome/R-HSA-76061
R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,http://identifiers.org/reactome/R-HSA-76066
R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,http://identifiers.org/reactome/R-HSA-76071
R-HSA-77108,Ketone body catabolism,http://identifiers.org/reactome/R-HSA-77108
R-HSA-77111,Synthesis of Ketone Bodies,http://identifiers.org/reactome/R-HSA-77111
R-HSA-77285,Beta oxidation of myristoyl-CoA to lauroyl-CoA,http://identifiers.org/reactome/R-HSA-77285
R-HSA-77288,mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,http://identifiers.org/reactome/R-HSA-77288
R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,http://identifiers.org/reactome/R-HSA-77289
R-HSA-77305,Beta oxidation of palmitoyl-CoA to myristoyl-CoA,http://identifiers.org/reactome/R-HSA-77305
R-HSA-77310,Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,http://identifiers.org/reactome/R-HSA-77310
R-HSA-77346,Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,http://identifiers.org/reactome/R-HSA-77346
R-HSA-77348,Beta oxidation of octanoyl-CoA to hexanoyl-CoA,http://identifiers.org/reactome/R-HSA-77348
R-HSA-77350,Beta oxidation of hexanoyl-CoA to butanoyl-CoA,http://identifiers.org/reactome/R-HSA-77350
R-HSA-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,http://identifiers.org/reactome/R-HSA-77352
R-HSA-77387,Insulin receptor recycling,http://identifiers.org/reactome/R-HSA-77387
R-HSA-77588,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,http://identifiers.org/reactome/R-HSA-77588
R-HSA-77595,Processing of Intronless Pre-mRNAs,http://identifiers.org/reactome/R-HSA-77595
R-HSA-804914,Transport of fatty acids,http://identifiers.org/reactome/R-HSA-804914
R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,http://identifiers.org/reactome/R-HSA-83936
R-HSA-844455,The NLRP1 inflammasome,http://identifiers.org/reactome/R-HSA-844455
R-HSA-844456,The NLRP3 inflammasome,http://identifiers.org/reactome/R-HSA-844456
R-HSA-844615,The AIM2 inflammasome,http://identifiers.org/reactome/R-HSA-844615
R-HSA-844623,The IPAF inflammasome,http://identifiers.org/reactome/R-HSA-844623
R-HSA-877300,Interferon gamma signaling,http://identifiers.org/reactome/R-HSA-877300
R-HSA-877312,Regulation of IFNG signaling,http://identifiers.org/reactome/R-HSA-877312
R-HSA-879415,Advanced glycosylation endproduct receptor signaling,http://identifiers.org/reactome/R-HSA-879415
R-HSA-879518,Transport of organic anions,http://identifiers.org/reactome/R-HSA-879518
R-HSA-880009,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,http://identifiers.org/reactome/R-HSA-880009
R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,http://identifiers.org/reactome/R-HSA-881907
R-HSA-8847453,Synthesis of PIPs in the nucleus,http://identifiers.org/reactome/R-HSA-8847453
R-HSA-8847993,ERBB2 Activates PTK6 Signaling,http://identifiers.org/reactome/R-HSA-8847993
R-HSA-8849175,Threonine catabolism,http://identifiers.org/reactome/R-HSA-8849175
R-HSA-8849468,PTK6 Regulates Proteins Involved in RNA Processing,http://identifiers.org/reactome/R-HSA-8849468
R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,http://identifiers.org/reactome/R-HSA-8849469
R-HSA-8849470,PTK6 Regulates Cell Cycle,http://identifiers.org/reactome/R-HSA-8849470
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",http://identifiers.org/reactome/R-HSA-8849471
R-HSA-8849472,PTK6 Down-Regulation,http://identifiers.org/reactome/R-HSA-8849472
R-HSA-8849473,PTK6 Expression,http://identifiers.org/reactome/R-HSA-8849473
R-HSA-8849474,PTK6 Activates STAT3,http://identifiers.org/reactome/R-HSA-8849474
R-HSA-8849932,Synaptic adhesion-like molecules,http://identifiers.org/reactome/R-HSA-8849932
R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,http://identifiers.org/reactome/R-HSA-8850843
R-HSA-8851680,Butyrophilin (BTN) family interactions,http://identifiers.org/reactome/R-HSA-8851680
R-HSA-8851708,Signaling by FGFR2 IIIa TM,http://identifiers.org/reactome/R-HSA-8851708
R-HSA-8851805,MET activates RAS signaling,http://identifiers.org/reactome/R-HSA-8851805
R-HSA-8851907,MET activates PI3K/AKT signaling,http://identifiers.org/reactome/R-HSA-8851907
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,http://identifiers.org/reactome/R-HSA-8852276
R-HSA-8852405,Signaling by MST1,http://identifiers.org/reactome/R-HSA-8852405
R-HSA-8853334,Signaling by FGFR3 fusions in cancer,http://identifiers.org/reactome/R-HSA-8853334
R-HSA-8853336,Signaling by plasma membrane FGFR1 fusions,http://identifiers.org/reactome/R-HSA-8853336
R-HSA-8853338,Signaling by FGFR3 point mutants in cancer,http://identifiers.org/reactome/R-HSA-8853338
R-HSA-8853383,Lysosomal oligosaccharide catabolism,http://identifiers.org/reactome/R-HSA-8853383
R-HSA-8853659,RET signaling,http://identifiers.org/reactome/R-HSA-8853659
R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,http://identifiers.org/reactome/R-HSA-8854050
R-HSA-8854214,TBC/RABGAPs,http://identifiers.org/reactome/R-HSA-8854214
R-HSA-8854518,AURKA Activation by TPX2,http://identifiers.org/reactome/R-HSA-8854518
R-HSA-8854521,Interaction between PHLDA1 and AURKA,http://identifiers.org/reactome/R-HSA-8854521
R-HSA-8854691,Interleukin-20 family signaling,http://identifiers.org/reactome/R-HSA-8854691
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,http://identifiers.org/reactome/R-HSA-8856825
R-HSA-8856828,Clathrin-mediated endocytosis,http://identifiers.org/reactome/R-HSA-8856828
R-HSA-8857538,PTK6 promotes HIF1A stabilization,http://identifiers.org/reactome/R-HSA-8857538
R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,http://identifiers.org/reactome/R-HSA-8862803
R-HSA-8863795,Downregulation of ERBB2 signaling,http://identifiers.org/reactome/R-HSA-8863795
R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,http://identifiers.org/reactome/R-HSA-8864260
R-HSA-8865999,MET activates PTPN11,http://identifiers.org/reactome/R-HSA-8865999
R-HSA-8866376,Reelin signalling pathway,http://identifiers.org/reactome/R-HSA-8866376
R-HSA-8866423,VLDL assembly,http://identifiers.org/reactome/R-HSA-8866423
R-HSA-8866427,VLDLR internalisation and degradation,http://identifiers.org/reactome/R-HSA-8866427
R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,http://identifiers.org/reactome/R-HSA-8866652
R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,http://identifiers.org/reactome/R-HSA-8866654
R-HSA-8866904,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,http://identifiers.org/reactome/R-HSA-8866904
R-HSA-8866906,TFAP2 (AP-2) family regulates transcription of other transcription factors,http://identifiers.org/reactome/R-HSA-8866906
R-HSA-8866907,Activation of the TFAP2 (AP-2) family of transcription factors,http://identifiers.org/reactome/R-HSA-8866907
R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,http://identifiers.org/reactome/R-HSA-8866910
R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors,http://identifiers.org/reactome/R-HSA-8866911
R-HSA-8868766,rRNA processing in the mitochondrion,http://identifiers.org/reactome/R-HSA-8868766
R-HSA-8869496,TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,http://identifiers.org/reactome/R-HSA-8869496
R-HSA-8873719,RAB geranylgeranylation,http://identifiers.org/reactome/R-HSA-8873719
R-HSA-8874081,MET activates PTK2 signaling,http://identifiers.org/reactome/R-HSA-8874081
R-HSA-8874211,CREB3 factors activate genes,http://identifiers.org/reactome/R-HSA-8874211
R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,http://identifiers.org/reactome/R-HSA-8875360
R-HSA-8875513,MET interacts with TNS proteins,http://identifiers.org/reactome/R-HSA-8875513
R-HSA-8875555,MET activates RAP1 and RAC1,http://identifiers.org/reactome/R-HSA-8875555
R-HSA-8875656,MET receptor recycling,http://identifiers.org/reactome/R-HSA-8875656
R-HSA-8875791,MET activates STAT3,http://identifiers.org/reactome/R-HSA-8875791
R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,http://identifiers.org/reactome/R-HSA-8876198
R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,http://identifiers.org/reactome/R-HSA-8876493
R-HSA-8876725,Protein methylation,http://identifiers.org/reactome/R-HSA-8876725
R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),http://identifiers.org/reactome/R-HSA-8877330
R-HSA-8877627,Vitamin E,http://identifiers.org/reactome/R-HSA-8877627
R-HSA-8878166,Transcriptional regulation by RUNX2,http://identifiers.org/reactome/R-HSA-8878166
R-HSA-888568,GABA synthesis,http://identifiers.org/reactome/R-HSA-888568
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",http://identifiers.org/reactome/R-HSA-888590
R-HSA-888593,Reuptake of GABA,http://identifiers.org/reactome/R-HSA-888593
R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription,http://identifiers.org/reactome/R-HSA-8931987
R-HSA-8934593,Regulation of RUNX1 Expression and Activity,http://identifiers.org/reactome/R-HSA-8934593
R-HSA-8934903,Receptor Mediated Mitophagy,http://identifiers.org/reactome/R-HSA-8934903
R-HSA-8935690,Digestion,http://identifiers.org/reactome/R-HSA-8935690
R-HSA-8935964,RUNX1 regulates expression of components of tight junctions,http://identifiers.org/reactome/R-HSA-8935964
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,http://identifiers.org/reactome/R-HSA-8936459
R-HSA-8937144,Aryl hydrocarbon receptor signalling,http://identifiers.org/reactome/R-HSA-8937144
R-HSA-8939211,ESR-mediated signaling,http://identifiers.org/reactome/R-HSA-8939211
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,http://identifiers.org/reactome/R-HSA-8939236
R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,http://identifiers.org/reactome/R-HSA-8939242
R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,http://identifiers.org/reactome/R-HSA-8939243
R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling,http://identifiers.org/reactome/R-HSA-8939245
R-HSA-8939246,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,http://identifiers.org/reactome/R-HSA-8939246
R-HSA-8939247,RUNX1 regulates transcription of genes involved in interleukin signaling,http://identifiers.org/reactome/R-HSA-8939247
R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling,http://identifiers.org/reactome/R-HSA-8939256
R-HSA-8939902,Regulation of RUNX2 expression and activity,http://identifiers.org/reactome/R-HSA-8939902
R-HSA-8940973,RUNX2 regulates osteoblast differentiation,http://identifiers.org/reactome/R-HSA-8940973
R-HSA-8941237,Invadopodia formation,http://identifiers.org/reactome/R-HSA-8941237
R-HSA-8941284,RUNX2 regulates chondrocyte maturation,http://identifiers.org/reactome/R-HSA-8941284
R-HSA-8941326,RUNX2 regulates bone development,http://identifiers.org/reactome/R-HSA-8941326
R-HSA-8941332,RUNX2 regulates genes involved in cell migration,http://identifiers.org/reactome/R-HSA-8941332
R-HSA-8941333,RUNX2 regulates genes involved in differentiation of myeloid cells,http://identifiers.org/reactome/R-HSA-8941333
R-HSA-8941413,Events associated with phagocytolytic activity of PMN cells,http://identifiers.org/reactome/R-HSA-8941413
R-HSA-8941855,RUNX3 regulates CDKN1A transcription,http://identifiers.org/reactome/R-HSA-8941855
R-HSA-8941856,RUNX3 regulates NOTCH signaling,http://identifiers.org/reactome/R-HSA-8941856
R-HSA-8941858,Regulation of RUNX3 expression and activity,http://identifiers.org/reactome/R-HSA-8941858
R-HSA-8942233,Intestinal infectious diseases,http://identifiers.org/reactome/R-HSA-8942233
R-HSA-8943723,Regulation of PTEN mRNA translation,http://identifiers.org/reactome/R-HSA-8943723
R-HSA-8943724,Regulation of PTEN gene transcription,http://identifiers.org/reactome/R-HSA-8943724
R-HSA-8948216,Collagen chain trimerization,http://identifiers.org/reactome/R-HSA-8948216
R-HSA-8948700,Competing endogenous RNAs (ceRNAs) regulate PTEN translation,http://identifiers.org/reactome/R-HSA-8948700
R-HSA-8948747,Regulation of PTEN localization,http://identifiers.org/reactome/R-HSA-8948747
R-HSA-8948751,Regulation of PTEN stability and activity,http://identifiers.org/reactome/R-HSA-8948751
R-HSA-8949215,Mitochondrial calcium ion transport,http://identifiers.org/reactome/R-HSA-8949215
R-HSA-8949275,RUNX3 Regulates Immune Response and Cell Migration,http://identifiers.org/reactome/R-HSA-8949275
R-HSA-8949613,Cristae formation,http://identifiers.org/reactome/R-HSA-8949613
R-HSA-8949664,Processing of SMDT1,http://identifiers.org/reactome/R-HSA-8949664
R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,http://identifiers.org/reactome/R-HSA-8950505
R-HSA-8951430,RUNX3 regulates WNT signaling,http://identifiers.org/reactome/R-HSA-8951430
R-HSA-8951664,Neddylation,http://identifiers.org/reactome/R-HSA-8951664
R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,http://identifiers.org/reactome/R-HSA-8951671
R-HSA-8951911,RUNX3 regulates RUNX1-mediated transcription,http://identifiers.org/reactome/R-HSA-8951911
R-HSA-8951936,RUNX3 regulates p14-ARF,http://identifiers.org/reactome/R-HSA-8951936
R-HSA-8952158,RUNX3 regulates BCL2L11 (BIM) transcription,http://identifiers.org/reactome/R-HSA-8952158
R-HSA-8953750,Transcriptional Regulation by E2F6,http://identifiers.org/reactome/R-HSA-8953750
